user_id,nickname,gender,avatar,desc,ip_location,follows,fans,interaction,tag_list,last_modify_ts
5b9da3c66b58b7694b226684,火锅儿妹妹,女,https://sns-avatar-qc.xhscdn.com/avatar/63f0a92c67341b9f427b9503.jpg?imageView2/2/w/360/format/webp,"土生土长的重庆girl👧
分享关于重庆的喜爱💕",,61,1462,89411,"{""info"": null, ""location"": ""重庆渝中""}",1713149957150
